,Actor ID/SRN,Actor/Organisation name,UDI-DI code,Status,Nomenclature code(s),Name/Trade name(s),Reference-catalogue number,Additional Product description,Additional information url,Clinical sizes,Labelled as single use,Maximum number of reuses,Need for sterilisation before use,Device labelled as sterile,Containing Latex,Storage and handling conditions,Critical warnings or contra-indications,Reprocessesed single use device,Member state of the placing on the EU market of the device,link
10,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903069 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C BTE Batteries Charging Stand[EN],CP02.1046,,http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | CHARGING WARNING: -Please charge the batteries with the charging device designated by Nurotron. -The batteries should be placed out of children’s reach to prevent accidental swallow. -Do not charge over 12 hours to prevent over-charge. -Do not cast batteries into fire. lest there should be explosions. -Do not litter the batteries with household waste. deliver them to recycle bin for recycling. -Please charge under 10-45℃. 0%-85% humidity. altitude ≤2000 m. -In case of electrolyte leakage or mechanical damage. do not disassemble by yourself.-Do not position the adapter so that it is difficult to operate the adapter when charging. -Please charge the battery daily and carry around a standby battery. -If the device is left unused for a long period of time please charge it once every 2 months. -The using time of the battery significantly shorten. please replace a new battery.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1842a2c2-9e85-47c3-ad76-13b94037c36e
11,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903052 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C Connection wire for Rechargeable Body-worn Battery[EN],CP02.1041,Se utiliza para conectar la unidad de procesamiento de señales y la batería del cuerpo.[EN],http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | CHARGING WARNING: -Please charge the batteries with the charging device designated by Nurotron. -Do not charge over 12 hours to prevent over-charge. -Do not cast batteries into fire. lest there should be explosions. -Please charge under 10-40℃. 0%-85% humidity. altitude ≤2000 m. -Please turn off the battery if the device is left unused for a long period of time and charge once every 2 months. -In case of electrolyte leakage or evident mechanical damages. do not disassemble by yourself. -Do not position the adapter so that it is difficult to operate the adapter when charging. -Please charge the battery daily and carry around a standby battery. -The using time of the battery significantly shorten. please replace a new battery.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b269ad6f-d783-4db8-9dc5-c7b4e85089f9
12,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903045 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C Body-worn Rechargeable Battery[EN],CP02.1039,"El tipo de batería recargable para el cuerpo es una batería de iones de litio, que se puede cargar repetidamente. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | CHARGING WARNING: -Please charge the batteries with the charging device designated by Nurotron. -Do not charge over 12 hours to prevent over-charge. -Do not cast batteries into fire. lest there should be explosions. -Please charge under 10-40℃. 0%-85% humidity. altitude ≤2000 m. -Please turn off the battery if the device is left unused for a long period of time and charge once every 2 months. -In case of electrolyte leakage or evident mechanical damages. do not disassemble by yourself. -Do not position the adapter so that it is difficult to operate the adapter when charging. -Please charge the battery daily and carry around a standby battery. -The using time of the battery significantly shorten. please replace a new battery.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4283df80-9fb4-4909-861b-c66b125ad44b
13,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903038 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C Rechargeable BTE Battery[EN],CP02.1038,El procesador del habla del implante coclear se alimenta de la pila BTE.[EN],http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | CHARGING WARNING: -Please charge the batteries with the charging device designated by Nurotron. -The batteries should be placed out of children’s reach to prevent accidental swallow. -Do not charge over 12 hours to prevent over-charge. -Do not cast batteries into fire. lest there should be explosions. -Do not litter the batteries with household waste. deliver them to recycle bin for recycling. -Please charge under 10-45℃. 0%-85% humidity. altitude ≤2000 m. -In case of electrolyte leakage or mechanical damage. do not disassemble by yourself.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d0d40c27-d82c-40b2-911b-bc1e5e42291b
14,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903021 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C External magnet 8#[EN],CP02.2050,"El imán externo es atraído por el imán de la bobina receptora del implante a través del cuero cabelludo, para asegurar la correcta conexión entre el implante y la bobina de transmisión. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/80269c5a-5549-4d6b-871b-04c5b130bc6c
15,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903014 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C External magnet 6#[EN],CP02.2049,"El imán externo es atraído por el imán de la bobina receptora del implante a través del cuero cabelludo, para asegurar la correcta conexión entre el implante y la bobina de transmisión. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/358d2160-dff0-4156-adf4-4e3021e4a337
16,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903007 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C External magnet 5#[EN],CP02.2048,"El imán externo es atraído por el imán de la bobina receptora del implante a través del cuero cabelludo, para asegurar la correcta conexión entre el implante y la bobina de transmisión. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a90249fc-9bc1-4e34-a989-79124becfa5c
17,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902994 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C External magnet 4#[EN],CP02.2047,"El imán externo es atraído por el imán de la bobina receptora del implante a través del cuero cabelludo, para asegurar la correcta conexión entre el implante y la bobina de transmisión. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ffc82bc2-16e4-4b5a-827c-0f28215af64d
18,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902987 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C External magnet 3#[EN],CP02.2046,"El imán externo es atraído por el imán de la bobina receptora del implante a través del cuero cabelludo, para asegurar la correcta conexión entre el implante y la bobina de transmisión. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f4167da2-53a3-4f39-bbf4-aa8d35495a51
19,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902970 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS 60C External magnet 2#[EN],CP02.2045,"El imán externo es atraído por el imán de la bobina receptora del implante a través del cuero cabelludo, para asegurar la correcta conexión entre el implante y la bobina de transmisión. [EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a5bd0cbd-cafd-4fa5-bce9-227b1cf64d9e
20,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902963 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,Transmission Coil VENUS 60C (28cm)[EN],CP02.2044,"La bobina de transmisión se utiliza principalmente para transmitir y recibir señales.
La bobina de transmisión está directamente encima del implante. Utiliza el imán del exterior del cuero cabelludo para atraer el imán del interior de la bobina receptora del implante, a fin de garantizar su posición correcta.[EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d6876ac1-f222-46fd-b4be-4e4dbe77fcc7
21,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902956 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,Transmission Coil VENUS 60C (20cm)[EN],CP02.2043,"La bobina de transmisión se utiliza principalmente para transmitir y recibir señales.
La bobina de transmisión está directamente encima del implante. Utiliza el imán del exterior del cuero cabelludo para atraer el imán del interior de la bobina receptora del implante, a fin de garantizar su posición correcta.[EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/285001a1-a9f2-43c4-82a6-0faf77f7f822
22,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903557 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,Transmission Coil VENUS 60C (10cm)[EN],CP02.2042,"La bobina de transmisión se utiliza principalmente para transmitir y recibir señales.
La bobina de transmisión está directamente encima del implante. Utiliza el imán del exterior del cuero cabelludo para atraer el imán del interior de la bobina receptora del implante, a fin de garantizar su posición correcta.[EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9d2c1a22-f1fe-4be0-a5f2-2e1cc532444a
23,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902949 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,Transmission Coil VENUS 60C (8cm)[EN],CP02.2041,"La bobina de transmisión se utiliza principalmente para transmitir y recibir señales.
La bobina de transmisión está directamente encima del implante. Utiliza el imán del exterior del cuero cabelludo para atraer el imán del interior de la bobina receptora del implante, a fin de garantizar su posición correcta.[EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b6e25a61-2bad-49b2-bc29-70e0f4f4f5ad
24,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131903540 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,Transmission Coil VENUS 60C (6cm)[EN],CP02.2040,"La bobina de transmisión se utiliza principalmente para transmitir y recibir señales.
La bobina de transmisión está directamente encima del implante. Utiliza el imán del exterior del cuero cabelludo para atraer el imán del interior de la bobina receptora del implante, a fin de garantizar su posición correcta.[EN]",http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | WARNING: Chocking hazard-small parts included in this device. please supervise children under 3 years old during  use.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4dd4d5fe-2f9e-43bb-9840-ab2d4890e628
25,CN-MF-000013332,"Zhejiang Nurotron Biotechnology Co., Ltd.",06956131902932 / GS1,On the EU Market,J0301: COCHLEAR IMPLANTABLE DEVICES,VENUS Speech Processor Unit NSP – 60C[EN],CP02.2057,El micrófono adquiere señales acústicas; la unidad de procesamiento de señales codifica las señales acústicas y las transmite a través de la bobina de transmisión.[EN],http://www.nurotron.com/index_en.aspx,,No,,No,No,No,Range of temperatures: between -20℃ and 50℃. | Range of humidity: between 0% and 85%.,CONTRAINDICATIONS: Absolute contraindications: 1) Serious malformation of inner ear. such as Michel deformation or cochlea absence; 2) Auditory nerve absence; 3) Deafness caused by non-cochlea illness; 4) Serious mental disease; 5) Uncured purulent mastoiditis of middle ear. Relative contraindications: 1) Bad physical condition; 2) Uncontrollable epilepsy. | STORAGE WARNING: If chemical desiccant is used. keep it out of children's reach. Do not connect to other equipment and accessories other than those provided by Nurotron. Do not modify this equipment without Nurotron’s authorization. Do not replace the components  of this equipment without technicians. which may cause equipment unable to use. Do not connect your processor with others’ implant users.,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0a9398ad-0621-4a1f-8bf5-8e588b6849d5
