,Actor ID/SRN,Actor/Organisation name,Device Name,"NB ID, name",Certificate number,Certificate revision,Certificate issue date,Certificate expiry date,Certificate status,link
11,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/44e8a5e0-ceaa-4725-bb4f-fc168e863b14
12,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f8f88807-681c-4c33-9108-4b91542b879a
13,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f8f88807-681c-4c33-9108-4b91542b879a
14,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fc202fa9-860d-427e-8c10-17f668f78c5a
15,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fc202fa9-860d-427e-8c10-17f668f78c5a
16,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ec6578b2-bc06-42be-a651-3ae23d3419fe
17,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ec6578b2-bc06-42be-a651-3ae23d3419fe
18,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/daf5a4d7-1903-4581-8e53-14deac306756
19,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-0549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/daf5a4d7-1903-4581-8e53-14deac306756
20,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/556ee097-b129-4c6d-b7dc-33c6ef2c1166
21,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/556ee097-b129-4c6d-b7dc-33c6ef2c1166
22,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, EN","0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4858bd71-c3a1-4d7f-9327-fa9f64727b0e
23,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, EN","0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4858bd71-c3a1-4d7f-9327-fa9f64727b0e
24,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, FR","0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6b338074-a3a4-4a44-9d6e-980beec2609c
25,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, FR","0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6b338074-a3a4-4a44-9d6e-980beec2609c
26,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/db8670d3-d108-40e3-946e-3306d4d280fb
27,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/db8670d3-d108-40e3-946e-3306d4d280fb
28,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, CZ","0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/07575b86-82b4-4c4c-9800-9dcac3a6b39f
29,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, CZ","0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/07575b86-82b4-4c4c-9800-9dcac3a6b39f
30,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, BE","0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c6c1f599-d069-41d9-a9ec-ee506143711e
31,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV-1/HIV-2 ANTIBODY TEST KIT, BE","0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c6c1f599-d069-41d9-a9ec-ee506143711e
32,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f1ee6c4f-c706-440d-b188-f557edd20770
33,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f1ee6c4f-c706-440d-b188-f557edd20770
34,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4b4cfdef-8e56-46dc-84ca-e0b4d855ddb9
35,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4b4cfdef-8e56-46dc-84ca-e0b4d855ddb9
36,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6bd22cd1-55ca-4d36-af79-d3f7179b3829
37,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6bd22cd1-55ca-4d36-af79-d3f7179b3829
38,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/20e245f0-a9bc-4ec7-872c-7ef1a3c1c58b
39,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/20e245f0-a9bc-4ec7-872c-7ef1a3c1c58b
40,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ce507e6a-6d6a-45e8-850c-57996e77b1f2
41,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-459,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ce507e6a-6d6a-45e8-850c-57996e77b1f2
42,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-458,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5895e739-6057-4a8c-9668-daedfe0722bd
43,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5895e739-6057-4a8c-9668-daedfe0722bd
44,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c6e95111-cfea-41f6-8050-004cfd9c4902
45,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI Multiplex Test Kit,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c6e95111-cfea-41f6-8050-004cfd9c4902
46,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8eb4e052-c7f6-4546-a891-703cf38c9be8
47,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8eb4e052-c7f6-4546-a891-703cf38c9be8
48,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8e9ec27c-6120-4a73-b240-4202e4f8f7e0
49,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8e9ec27c-6120-4a73-b240-4202e4f8f7e0
50,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ba62eac5-7e0a-48b5-9be8-119f9c64676d
51,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV ANTIBODY SELF-TEST,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ba62eac5-7e0a-48b5-9be8-119f9c64676d
52,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6ad0362e-dc1c-4fa1-bf76-92a9a199c30d
53,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6ad0362e-dc1c-4fa1-bf76-92a9a199c30d
54,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2a2dd79c-e093-4a5d-ac2b-1de6ff482428
55,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2a2dd79c-e093-4a5d-ac2b-1de6ff482428
56,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/62e722a3-08e4-4376-be28-d7115c40883e
57,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/62e722a3-08e4-4376-be28-d7115c40883e
58,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/071a34bb-18f3-42b3-a733-0d68dc007626
59,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/071a34bb-18f3-42b3-a733-0d68dc007626
60,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f433a009-a441-42b4-b937-e83685d4c330
61,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f433a009-a441-42b4-b937-e83685d4c330
62,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV  CONTROL TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0946d211-ef97-48f8-812f-5b18752fde60
63,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HCV  CONTROL TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0946d211-ef97-48f8-812f-5b18752fde60
64,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cc447a9b-f093-4f19-9d3d-acacb8b22b23
65,CA-MF-000023304,bioLytical Laboratories Inc.,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT,"0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cc447a9b-f093-4f19-9d3d-acacb8b22b23
66,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV ANTIBODY SELF-TEST, CE, ETLVLT","0543, Presafe Denmark A/S",DGM-549,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/38ecb461-1ac9-470e-aed9-7572d1a0e36d
67,CA-MF-000023304,bioLytical Laboratories Inc.,"INSTI HIV ANTIBODY SELF-TEST, CE, ETLVLT","0543, Presafe Denmark A/S",DGM-548,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/38ecb461-1ac9-470e-aed9-7572d1a0e36d
68,FR-MF-000024051,Cisbio Bioassays,FPSA-RIACT,"0459, GMED SAS",20671,5,,2023-12-10,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a26872c8-5b0f-44c9-b935-6cb88237b2c5
69,FR-MF-000024051,Cisbio Bioassays,PSA-RIACT,"0459, GMED SAS",20672,5,,2023-12-10,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a7e095dc-8c49-4d44-a3be-220f0319bfdc
70,DE-MF-000015709,IBL International GmbH,Phenylalanine (PKU) neonatal Screening Assay,"2797, BSI Group The Netherlands B.V.",CE665104,3599086,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4b6e11d8-cf9a-4ff1-b6e0-a8089e9e02aa
71,DE-MF-000015709,IBL International GmbH,Phenylalanine (PKU) neonatal Screening Assay,"2797, BSI Group The Netherlands B.V.",CE665104,3599086,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/23d03f64-7f54-4c6d-b48e-eb2342d83ed2
72,DE-MF-000015709,IBL International GmbH,Phenylalanine (PKU) neonatal Screening Assay,"2797, BSI Group The Netherlands B.V.",CE665104,3599086,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1478fb91-3188-448e-aeea-a886c4cea21a
73,DE-MF-000015709,IBL International GmbH,Phenylalanine (PKU) neonatal Screening Assay,"2797, BSI Group The Netherlands B.V.",CE665104,3599086,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d6622f30-0e51-45b4-981c-90e976f1cfe1
74,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/850fc6a9-4bf6-4be8-93b2-6a62838ff082
75,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Monitoring System,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/990f02d6-d085-4fa7-a4d4-a9b90c60fe83
76,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Monitoring System,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/69e45046-19b3-40c9-b910-76f3fe1de711
77,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/aa67aeaf-1269-4cf2-951a-b45cae4ccf1c
78,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a0fcec75-36e0-4ef1-973d-a9058b50d887
79,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Monitoring System,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4c4a99a8-2e7b-46e1-8540-c35285edb202
80,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Monitoring System,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/429c0560-e8bc-46b4-9f4c-d7c431c6d14a
81,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Monitoring System,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ce2ce521-5717-43bf-8693-66613b77ae8b
82,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/65b54437-58e3-4f69-84eb-e79f23c6612d
83,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Control Solution,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0cc5da39-17b6-445c-9cfe-9e0094018893
84,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Control Solution,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a1e2907c-fd9e-4333-801f-e29104d74117
85,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Meter,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fba9f622-c1ca-4416-b2f8-d1b0a990c87e
86,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Meter,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1401fcdc-14f3-493f-aa52-627f7c9929db
87,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/42a81dad-f098-4ce5-8dac-7bded66317e5
88,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Meter,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d3c0c3f4-ba81-4a46-836e-281a49ce6096
89,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/31e6ab47-440b-4caa-ad3e-e3e7666b2063
90,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Meter,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9a51421e-2ea4-41fe-86b2-b66bbadcf5b3
91,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Meter,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/431ee83a-c875-4b61-b174-5beac55e5410
92,JP-MF-000024143,Tosoh Corporation,ST AIA-PACK PSAII CALIBRATOR SET,"0197, TÜV Rheinland LGA Products GmbH",HL 2048822-1,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/77e86a91-6651-4faa-b6ac-66220e4ddb76
93,JP-MF-000024143,Tosoh Corporation,ST AIA-PACK PSAII SAMPLE DILUTING SOLUTION,"0197, TÜV Rheinland LGA Products GmbH",HL 2048822-1,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5fe455ba-79d0-49f1-83e0-0b80d3542bb7
94,JP-MF-000024143,Tosoh Corporation,ST AIA-PACK free PSA SAMPLE DILUTING SOLUTION,"0197, TÜV Rheinland LGA Products GmbH",HL 2048822-1,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/676f3a95-8616-4df7-adee-4b363917ab6b
95,JP-MF-000024143,Tosoh Corporation,ST AIA-PACK free PSA CALIBRATOR SET,"0197, TÜV Rheinland LGA Products GmbH",HL 2048822-1,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/00ed5e01-aa25-44a9-bf82-4c5ddfcd3ef6
96,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip ,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/95ae4e99-5d1b-448a-8306-6b267f19c45c
97,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Test Strip ,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/efcf4f78-cc33-4769-be88-c01cfd1d237b
98,TW-MF-000017956,TaiDoc Technology Corporation,Blood Glucose Meter Kit ,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2467b905-bebb-46cc-af28-57888a2e4b12
99,TW-MF-000017956,TaiDoc Technology Corporation,Meter,"0123, TÜV SÜD Product Service GmbH",VI 052126 0069,03,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0e25d15f-8347-4f20-9cc8-c7a6c82be732
100,DK-MF-000014089,BGI EUROPE A/S,SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method) ,"1434, POLSKIE CENTRUM BADAN I CERTYFIKACJI S.A.",1434-IVDD-011/2022,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2ea77f42-b947-4ae0-bc1b-aa92aaab4e37
