,Actor ID/SRN,Actor/Organisation name,UDI-DI code,Status,Nomenclature code(s),Name/Trade name(s),Reference-catalogue number,Additional Product description,Additional information url,Clinical sizes,Labelled as single use,Maximum number of reuses,Need for sterilisation before use,Device labelled as sterile,Containing Latex,Storage and handling conditions,Critical warnings or contra-indications,Reprocessesed single use device,Member state of the placing on the EU market of the device,link
10,TR-MF-000025066,DİSERA TIBBİ MALZEME LOJİSTİK SAN. VE TİC. A.Ş.,+M7124366091G / HIBCC,On the EU Market,"W050101010201: BLOOD COLLECTION, TUBES WITH ADDITIVES OR SERUM SEPARATOR",VACUSERA[EN],436609,"VACUSERA tubes are used to collect, transport and process blood for testing serum, plasma or whole blood in the clinical laboratory[EN]",,,Yes,1,No,Yes,No,,,No,Turkey,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cd7da217-012e-4cc5-8484-56704eed2f41
11,TR-MF-000025066,DİSERA TIBBİ MALZEME LOJİSTİK SAN. VE TİC. A.Ş.,+M7124366191H / HIBCC,On the EU Market,"W050101010201: BLOOD COLLECTION, TUBES WITH ADDITIVES OR SERUM SEPARATOR",VACUSERA[EN],436619,"VACUSERA tubes are used to collect, transport and process blood for testing serum, plasma or whole blood in the clinical laboratory[EN]",,,Yes,1,No,Yes,No,,,No,Turkey,https://ec.europa.eu/tools/eudamed/#/screen/search-device/69ae4e35-5d34-45fd-b3ea-2ac977be7cea
12,TR-MF-000025066,DİSERA TIBBİ MALZEME LOJİSTİK SAN. VE TİC. A.Ş.,+M7124366281H / HIBCC,On the EU Market,"W050101010201: BLOOD COLLECTION, TUBES WITH ADDITIVES OR SERUM SEPARATOR",VACUSERA[EN],436628,"VACUSERA tubes are used to collect, transport and process blood for testing serum, plasma or whole blood in the clinical laboratory[EN]",,,Yes,1,No,Yes,No,,,No,Turkey,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b4ae787c-5df2-40c9-94a8-4fc610772966
13,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010365 / GS1,On the EU Market,W0105094001: CONTROLS INFECTIOUS IMMUNOLOGY/NAT - RT & POC,INSTI HIV-1/HIV-2 Control Test[EN],90-1036,INSTI HIV-1/HIV-2 Control Test[EN],,,No,10,No,No,No,2-8C for up to 1 year or -20C for up to 1 year,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/667da18f-a917-4de8-835a-6b68b4213ec3
14,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010501 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1050,"INSTI HIV SELF-TEST, CE, EN, EU[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/aadf7d28-3a5d-47cf-83b2-e889c518c086
15,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010563 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1056,"INSTI HIV SELF TEST, CE, BENELUX[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0f618d6f-ff80-41bf-9d32-a0f10b733399
16,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010570 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1057,"INSTI HIV Self Test Kit, CE, DE[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ea77562e-03ea-46c6-b560-55cfbd42fb19
17,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010587 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1058,"INSTI HIV Self Test, CE, EN/FR, NoPip[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/43839716-2b55-45db-b5db-581809458269
18,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010594 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1059,"INSTI HIV SELF TEST, CE, EN/IT, NoPiP[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/44e8a5e0-ceaa-4725-bb4f-fc168e863b14
19,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010600 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1060,"INSTI HIV SELF TEST, CE, ES/PT/EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f8f88807-681c-4c33-9108-4b91542b879a
20,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010631 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1063,"INSTI HIV SELF TEST, CE, CH, NoPip[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fc202fa9-860d-427e-8c10-17f668f78c5a
21,CA-MF-000023304,bioLytical Laboratories Inc.,00686597010761 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1076,"INSTI HIV SELF TEST, CE, FSND[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ec6578b2-bc06-42be-a651-3ae23d3419fe
22,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200018 / GS1,On the EU Market,W0105040619: CORONAVIRUS,iSTATIS COVID-19 Ag TEST[EN],90-1112,"iSTATIS COVID-19 Ag, Singles, CE, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bfcc1c1a-6bc1-44c7-85ea-75dc4f37b985
23,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200094 / GS1,On the EU Market,W0105040619: CORONAVIRUS,iSTATIS COVID-19 Ag HOME  TEST[EN],90-1117,"iStatis COVID-19 Ag, Home Test Kit, CE, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/af6692b3-7181-4d82-9f99-f093eec909bd
24,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200100 / GS1,On the EU Market,W0105040619: CORONAVIRUS,iSTATIS COVID-19 Ag HOME  TEST[EN],90-1117,"iStatis COVID-19 Ag, Home Test Kit, CE, DE[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bcf60fad-22cf-4e6a-ace6-cb34b3a92efa
25,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200193 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1015,"INSTI HIV, One Test Kit, CE, ES[EN]",,,Yes,1,No,No,No,store at 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/daf5a4d7-1903-4581-8e53-14deac306756
26,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200278 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, DE[EN]",,,Yes,1,No,No,No,STORE AT 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/556ee097-b129-4c6d-b7dc-33c6ef2c1166
27,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200339 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1015 EN,"INSTI HIV, One Test Kit, CE, EN[EN]",,,Yes,1,No,No,No,storage temperature 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4858bd71-c3a1-4d7f-9327-fa9f64727b0e
28,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200353 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 Antibody Test[EN],90-1015,"INSTI HIV-1/HIV-2 Antibody Test, FR[EN]",,,Yes,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6b338074-a3a4-4a44-9d6e-980beec2609c
29,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200377 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1015,"INSTI HIV, One Test Kit, CE, DE[EN]",,,Yes,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/db8670d3-d108-40e3-946e-3306d4d280fb
30,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200391 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1015 CZ,"INSTI HIV, One Test Kit, CE, CZ[EN]",,,Yes,1,No,No,No,storage 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/07575b86-82b4-4c4c-9800-9dcac3a6b39f
31,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200407 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1015 BE,"INSTI HIV, One Test Kit, CE, BE[EN]",,,Yes,1,No,No,No,store at 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c6c1f599-d069-41d9-a9ec-ee506143711e
32,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200414 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1015,"INSTI HIV, One Test Kit, CE, FI[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f1ee6c4f-c706-440d-b188-f557edd20770
33,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200421 / GS1,On the EU Market,W0105010302: SYPHILIS ANTIBODY ASSAYS TOTAL,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, EN[EN]",,,Yes,1,No,No,No,STORE IN 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4b4cfdef-8e56-46dc-84ca-e0b4d855ddb9
34,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200445 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, FR[EN]",,,Yes,1,No,No,No,STORE IN 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6bd22cd1-55ca-4d36-af79-d3f7179b3829
35,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200469 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, NG[EN]",,,Yes,1,No,No,No,STORE IN 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/20e245f0-a9bc-4ec7-872c-7ef1a3c1c58b
36,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200483 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, CZ[EN]",,,Yes,1,No,No,No,STORE AT 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ce507e6a-6d6a-45e8-850c-57996e77b1f2
37,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200490 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, BE[EN]",,,Yes,1,No,No,No,STORE AT 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5895e739-6057-4a8c-9668-daedfe0722bd
38,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200506 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI Multiplex Test Kit[EN],90-1028,"INSTI Multiplex, One Test Kit, CE, FI[EN]",,,Yes,1,No,No,No,STORE AT 15-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c6e95111-cfea-41f6-8050-004cfd9c4902
39,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200520 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1041,"INSTI HIV SELF-TEST, CE, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8eb4e052-c7f6-4546-a891-703cf38c9be8
40,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200544 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1041,"INSTI HIV SELF-TEST, CE, UK, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8e9ec27c-6120-4a73-b240-4202e4f8f7e0
41,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200568 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV ANTIBODY SELF-TEST[EN],90-1041,"INSTI HIV Self Test Kit, CE, CPSE, Pouch[EN]",,,Yes,1,No,No,No,store at 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ba62eac5-7e0a-48b5-9be8-119f9c64676d
42,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200674 / GS1,On the EU Market,W0105020303: HCV ANTIBODY (TOTAL),INSTI HCV ANTIBODY TEST KIT[EN],90-1062,"INSTI HCV, CE, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6ad0362e-dc1c-4fa1-bf76-92a9a199c30d
43,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200704 / GS1,On the EU Market,W0105020303: HCV ANTIBODY (TOTAL),INSTI HCV ANTIBODY TEST KIT[EN],90-1062,"INSTI HCV Ab, CE, FR[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2a2dd79c-e093-4a5d-ac2b-1de6ff482428
44,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200711 / GS1,On the EU Market,W0105020303: HCV ANTIBODY (TOTAL),INSTI HCV ANTIBODY TEST KIT[EN],90-1062,"INSTI HCV Ab, CE, CZ[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/62e722a3-08e4-4376-be28-d7115c40883e
45,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200728 / GS1,On the EU Market,W0105020303: HCV ANTIBODY (TOTAL),INSTI HCV ANTIBODY TEST KIT[EN],90-1062,"INSTI HCV Ab, CE, BE[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/071a34bb-18f3-42b3-a733-0d68dc007626
46,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200735 / GS1,On the EU Market,W0105020303: HCV ANTIBODY (TOTAL),INSTI HCV ANTIBODY TEST KIT[EN],90-1062,"INSTI HCV Ab, CE, FI[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f433a009-a441-42b4-b937-e83685d4c330
47,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200766 / GS1,On the EU Market,W0105094001: CONTROLS INFECTIOUS IMMUNOLOGY/NAT - RT & POC,INSTI HCV  CONTROL TEST KIT[EN],90-1067,"INSTI HCV, CONTROL TEST KIT, CE
[EN]",,,No,10,No,No,No,2-8C for up to 1 year or -20C for up to 1 year,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0946d211-ef97-48f8-812f-5b18752fde60
48,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200797 / GS1,On the EU Market,W0105099099: VIROLOGY - RT & POC - OTHER,INSTI COVID ANTIBODY TEST[EN],90-1092,"INSTI COVID TEST, CE, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f761734f-3a2c-4806-b537-8811461e0baf
49,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200858 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV-1/HIV-2 ANTIBODY TEST KIT[EN],90-1026,"INSTI HIV-1/2, 48 Test Set, CE, EN[EN]",,,Yes,1,No,No,No,STORE AT 2-30C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cc447a9b-f093-4f19-9d3d-acacb8b22b23
50,CA-MF-000023304,bioLytical Laboratories Inc.,00686597200889 / GS1,On the EU Market,W0105030402: HIV MULTIPLE ANTIBODY,INSTI HIV Self Test[EN],90-1123,"INSTI HIV Self Test, CE, ETLVLT, 250[EN]",,,Yes,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/38ecb461-1ac9-470e-aed9-7572d1a0e36d
51,US-MF-000013824,BioLegend Inc,00810034700049 / GS1,On the EU Market,W01030709: PRIMARY ANTISERA FOR IMMUNOHISTOLOGY,,905301,,https://www.biolegend.com/en-us/products/keratin-14-polyclonal-antibody-purified-10953,,No,,No,No,No,"When stored at ≤ -20°C, product is stable until the date shown on the label. Avoid repeated freeze-thaw cycles to prevent denaturing the antibody. If thawed and stored between 2°C and 8°C, product is stable for 24 months from the date of thaw or until the expiry date on the label, whichever comes first.",,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d9385586-9921-49de-9f12-d912d50887a0
52,US-MF-000013824,BioLegend Inc,00810034700063 / GS1,On the EU Market,W01030709: PRIMARY ANTISERA FOR IMMUNOHISTOLOGY,,905501,,https://www.biolegend.com/en-us/products/keratin-5-polyclonal-antibody-purified-10956,,No,,No,No,No,"When stored at ≤ -20°C, product is stable until the date shown on the label. Avoid repeated freeze-thaw cycles to prevent denaturing the antibody. If thawed and stored at 2-8°C, product is stable for 24 months from the date of thaw or until the expiry date on the label, whichever comes first.",,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/aa3379ef-2a23-4455-8a8a-2fad0e1f0396
53,US-MF-000013824,BioLegend Inc,00810034700087 / GS1,On the EU Market,W01030709: PRIMARY ANTISERA FOR IMMUNOHISTOLOGY,,905901,,https://www.biolegend.com/en-us/products/keratin-5-polyclonal-chicken-antibody-purified-10957,,No,,No,No,No,"Store at -20°C. Upon initial thawing, apportion into working aliquots and store at -20°C. Avoid repeated freeze-thaw cycles to prevent denaturing the antibody. For long-term storage, keep the antibody at -80°C.",,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fe032dad-af2b-4123-a03e-32d53fefc2e7
54,US-MF-000013824,BioLegend Inc,00810034700223 / GS1,On the EU Market,W01030799: HISTOLOGY / CYTOLOGY REAGENTS - OTHER,,915101,,URL: https://www.biolegend.com/en-us/products/brst-2-gcdfp-15-monoclonal-antibody-purified-10944,,No,,No,No,No,Store between 2°C and 8°C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fa047ba4-6a1b-4893-9093-126a3e3cdb93
55,US-MF-000013824,BioLegend Inc,00810034700230 / GS1,On the EU Market,W01030799: HISTOLOGY / CYTOLOGY REAGENTS - OTHER,,915102,,https://www.biolegend.com/en-us/products/brst-2-gcdfp-15-monoclonal-antibody-purified-10944,,No,,No,No,No,Store between 2°C and 8°C.,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/86f4d6d9-99a8-47fb-a2e0-0be6beccb19a
56,US-MF-000013824,BioLegend Inc,00810034700247 / GS1,On the EU Market,W01030799: HISTOLOGY / CYTOLOGY REAGENTS - OTHER,,915103,,https://www.biolegend.com/en-us/products/brst-2-gcdfp-15-monoclonal-antibody-purified-10944,,No,,No,No,No,Store between 2°C and 8°C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b5103322-e75e-470d-824c-42fa35f27ad7
57,US-MF-000013824,BioLegend Inc,00810034700322 / GS1,On the EU Market,W01030799: HISTOLOGY / CYTOLOGY REAGENTS - OTHER,,916601,,https://www.biolegend.com/en-us/products/d2-40-lymphatic-endothelial-marker-monoclonal-antibody-10930,,No,,No,No,No,Store between 2°C and 8°C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ba8bd921-ab5c-4ae8-a34a-e6530482c331
58,US-MF-000013824,BioLegend Inc,00810034700339 / GS1,On the EU Market,W01030799: HISTOLOGY / CYTOLOGY REAGENTS - OTHER,,916602,,https://www.biolegend.com/en-us/products/d2-40-lymphatic-endothelial-marker-monoclonal-antibody-10930,,No,,No,No,No,Store between 2°C and 8°C,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/972e638f-e5b9-4e9e-be05-f13774840daf
