,Actor ID/SRN,Actor/Organisation name,Applicable legislation,EUDAMED DI code,Kit,Risk class,Companion diagnostic,Near patient testing,Patient self testing,Professional testing,Reagent,Instrument,Device name,Presence of human tissues and cells or their derivatives,Presence of animal tissues and cells or their derivatives,Presence of cells or substances of microbial origin,link
837,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427003306 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,Yes,OneTouch Ultra Plus Reflect,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5772f4f3-4007-498d-9486-9d9901dabc87
838,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427003375 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,Yes,OneTouch Verio Reflect,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/29508723-f1b2-424e-86b4-0aa900257b90
839,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427003443 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,Yes,OneTouch Verio Reflect,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e54c043d-89b6-45b9-a4c4-c8b5c9f59652
840,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427003580 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a554b863-dace-4730-9da8-24d8775dee7d
841,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427003726 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,Yes,OneTouch Verio Reflect,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0d18892a-ae22-4c58-9458-7e7dc68eb865
842,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427004211 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2a965ea0-9122-4ae1-93e5-579019a6d4f0
843,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427004280 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,No,No,No,OneTouch Select Plus Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/954b8618-9a81-43be-a377-d911f5426996
844,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427004709 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Ultra Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/97d886c5-c762-4893-b4f2-d273f8563b6a
845,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427004778 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ef698187-7191-4626-adb3-b9f7394ee578
846,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427004983 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,Yes,No,No,OneTouch Ultra Plus Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9499f1c7-3bf3-4e00-aa0b-35b1f69d1c4b
847,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427005614 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c30fc3b1-4839-4911-9970-2bb8a815073f
848,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427005683 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,No,No,No,OneTouch Select Plus Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/db96ae08-cdd6-4ad4-acb2-002b99564c36
849,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427006109 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a889e6f4-39a4-4f83-9397-3202ddf2244e
850,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427006598 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Ultra Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1a60a47e-e196-4fb8-93be-35ad981a6154
851,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427006666 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a64290b2-b621-44af-a4cd-f6647b85edcf
852,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427006734 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d5410bd3-5d8e-4e9f-8809-78129bae8450
853,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427007014 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,Yes,No,No,OneTouch Ultra Plus Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b7af58e9-fcea-4ae8-ba3a-6fd4cb49b25f
854,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427007151 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Ultra Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6d6f855a-baff-4ed6-bfc3-9869ea27d6c1
855,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427007229 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,No,OneTouch Select Plus Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e0bc0149-e34c-4d5f-988c-c83cc868973b
856,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008066 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f5748df8-aa36-457c-8c85-37b65d679b9d
857,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008134 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/14203fc7-80db-4d90-8018-697479b60ac5
858,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008202 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/24c026dd-938b-44fc-ac27-a75a54c5d588
859,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008271 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f5f90d9e-7695-478c-bff0-f4d12a6ec595
860,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008691 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/81b95e79-974a-4584-a2a5-b4617747c777
861,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008769 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9438f9e8-4790-4160-90cf-e28e70a9ab11
862,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008905 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus Flex,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d60ee4bd-6d04-4d76-834a-9c38a11e3875
863,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427008974 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0a81a5d8-cb6f-4019-8a90-ba797c39c66a
864,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427009049 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d5072419-c9d3-480a-b341-4e3e33d4a5fd
865,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427009117 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/af8b1239-4806-4d07-9f7f-c79908948521
866,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427009186 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8d676b8f-9331-46ac-85da-c3fae5861023
867,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427009254 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/13c4762c-14db-44ea-aca1-3e78b8d9d564
868,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427009391 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,No,OneTouch Verio Control Solution ,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/caf93d68-cc59-472c-821a-15b95196ed85
869,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427009674 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b4373d3b-f366-4c50-9364-f153a901e742
870,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427011981 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/11b8d26d-b12a-416f-a0ea-1a1e7c5d65a0
871,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427012056 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2c96ea55-7b44-41f0-ac38-fcf34fa15f03
872,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427012124 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus Flex,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/49c27fce-685e-458f-bf65-87ba21014bad
873,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427012612 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/447557b5-46e6-42df-bf98-ca45e4448a51
874,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427012681 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,No,OneTouch Verio Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/04c625e3-060b-48ff-8b83-7752e0358ba0
875,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427012759 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b854e8c8-7b68-4258-9e82-9fb73b9d1e8f
876,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427012964 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b33c1d2b-af9d-450c-bade-825f9ad9ff21
877,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427013039 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a1e67d15-9be6-4c62-8d3b-124d00279a31
878,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427013107 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus Flex,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4ba771cb-c28b-42db-8d62-3919b80f97a2
879,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427013176 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6afc19d6-f8ed-4b21-b278-bf026c7c50b1
880,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427013732 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,Yes,Yes,OneTouch SelectPlus,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c27bee75-86c1-449e-9f7e-bea738f83533
881,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427018218 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,Yes,No,Yes,No,OneTouch Select Plus Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/68b2d6a9-d04a-4c6e-a9aa-6dae6468dd13
882,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427018287 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/82b043b5-118d-4aae-851d-a25d5115bd1a
883,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427019758 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strips,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ff6a1468-4149-407c-89e1-d17eccc98a4d
884,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427019826 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/adc919cb-8866-48eb-bc92-faf3e8ca9cb6
885,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427019895 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,No,OneTouch Verio Control Solution,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7330dcb5-1e8a-48cf-917a-cbe758684526
886,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427019963 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ac5d7709-6e9a-4275-9055-f6b1b98bb6f5
887,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427023748 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/642ba0e4-ee72-4f58-9831-1524b486e605
888,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427024233 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a7e2bd7c-b81b-445c-91b5-7fff14f9a712
889,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427024301 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,No,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a13aee68-550b-4e98-a760-930c3c14c440
890,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427024370 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a9f70374-587d-40f1-b7a6-b7402ca97389
891,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427024448 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bb27a14e-6242-445e-94d6-854b2c1e958c
892,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427027593 / EUDAMED,No,IVD-DEVICES-SELF-TESTING,No,No,Yes,No,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7198ee76-066f-4faf-a7bd-ada8e658d842
893,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427028019 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Verio test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/214ebce7-eb2c-4bc5-995f-8a67585a9485
894,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427028088 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/36a8d20e-7534-41ec-b85e-7b141d8c409e
895,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427036557 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,No,No,OneTouch Ultra Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5d3c6fb8-737c-48da-a45f-aeb1d8f85f8a
896,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427036625 / EUDAMED,No,IVD-ANNEX-II-LIST-B,No,No,No,No,No,No,OneTouch Select Plus test strip,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8575d410-f388-462a-a89a-356aa2a315c8
897,CH-MF-000014224,LifeScan Europe GmbH,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07613427343228 / EUDAMED,Yes,IVD-ANNEX-II-LIST-B,No,Yes,Yes,Yes,Yes,Yes,OneTouch Verio Reflect,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d8f79368-39e0-49e5-acbe-a997f9c5b660
898,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623866 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"LOW VOL. CO-RE TIPS, FILTER, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1292374d-3972-433c-8718-dbd3e3f7cc64
899,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623873 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"Low Vol Tips, STACKED, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b6286be6-986f-40a1-95da-148650b9baf4
900,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623880 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"STD. VOL. CO-RE TIPS, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d95d96ad-395e-41ad-a607-6f94acfbf195
901,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623910 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"HIGH VOL. CO-RE TIPS, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/328b57ab-5d15-4a6e-850d-30f2da3e9ac7
902,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623941 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"5ml CO-RE TIPS, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cde2a03d-1484-431a-8162-94f949167264
903,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623965 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"Std Tips, STACKED, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/20e8ebb9-bdc3-4dd8-8246-c265427b6060
904,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032623996 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"SLIM TIP 300μl, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e7f66ceb-2dc5-4574-b9f0-51359423c24d
905,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032624009 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"SLIM TIP 300μl, FILTER, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/91ab0b38-cb6b-4d6f-bd07-8b7980cfe971
906,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032624016 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"CORE TIPS 50μl, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/35926d60-e883-405e-977f-0ecb772a142b
907,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032624023 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"CORE TIPS 50μl, FILTER, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4d4fb5f8-7244-483f-8fc1-3fe80c4b137b
908,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032624047 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"Tips (50μl), STACKED, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f1d98d60-0631-4fc8-9cd1-aa59c460efad
909,CH-MF-000013585,Hamilton Bonaduz AG,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-07630032624054 / EUDAMED,No,IVD-GENERAL,No,No,No,No,No,No,"4ml CO-RE TIPS, FILTERED, STERILE",No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b2277a1e-3104-4ee3-a213-c86d8b893fb0
910,ES-MF-000001921,Halotech DNA,IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-08437024427001 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,halosperm,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5b670caf-fdf8-4eab-aa28-5c5d69aae08f
