,Actor ID/SRN,Actor/Organisation name,Device Name,Markets,link
10,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,Behnk,Austria. (From 2003-11-25 to None) | Belgium. (From 2003-11-25 to None) | Bulgaria. (From 2003-11-25 to None) | Croatia. (From 2003-11-25 to None) | Cyprus. (From 2003-11-25 to None) | Czech Republic. (From 2003-11-25 to None) | Denmark. (From 2003-11-25 to None) | Estonia. (From 2003-11-25 to None) | Finland. (From 2003-11-25 to None) | France. (From 2003-11-25 to None) | Germany. (From 2003-11-25 to None) | Greece. (From 2003-11-25 to None) | Hungary. (From 2003-11-25 to None) | Iceland. (From 2003-11-25 to None) | Ireland. (From 2003-11-25 to None) | Italy. (From 2003-11-25 to None) | Latvia. (From 2003-11-25 to None) | Liechtenstein. (From 2003-11-25 to None) | Lithuania. (From 2003-11-25 to None) | Luxembourg. (From 2003-11-25 to None) | Malta. (From 2003-11-25 to None) | Netherlands. (From 2003-11-25 to None) | Norway. (From 2003-11-25 to None) | Poland. (From 2003-11-25 to None) | Portugal. (From 2003-11-25 to None) | Romania. (From 2003-11-25 to None) | Slovakia. (From 2003-11-25 to None) | Slovenia. (From 2003-11-25 to None) | Spain. (From 2003-11-25 to None) | Sweden. (From 2003-11-25 to None) | Turkey. (From 2003-11-25 to None) | United Kingdom (Northern Ireland only). (From 2003-11-25 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/168888c4-ad9f-4262-8faa-c91c6bb9f5c7
11,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,cobas,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/1a250f3d-6a09-4625-a673-bb2684140ca3
12,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,cobas,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/2294cab8-d2cf-48f8-99d0-d1912bdb4460
13,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,cobas,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/c8a0547a-2319-42ce-a3ba-1a486cd8f678
14,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,cobas,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/97b17bad-3f33-43d2-835d-3b2a7123bf30
15,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,cobas,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/e48816e5-137f-4005-a6d7-4a8d5a8d7e58
16,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,cobas,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/ac85aa05-8ec0-4e29-b072-17b21426ba8d
17,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,Behnk,Austria. (From 2013-01-31 to None) | Belgium. (From 2013-01-31 to None) | Bulgaria. (From 2013-01-31 to None) | Croatia. (From 2013-01-31 to None) | Cyprus. (From 2013-01-31 to None) | Czech Republic. (From 2013-01-31 to None) | Denmark. (From 2013-01-31 to None) | Estonia. (From 2013-01-31 to None) | Finland. (From 2013-01-31 to None) | France. (From 2013-01-31 to None) | Germany. (From 2013-01-31 to None) | Greece. (From 2013-01-31 to None) | Hungary. (From 2013-01-31 to None) | Iceland. (From 2013-01-31 to None) | Ireland. (From 2013-01-31 to None) | Italy. (From 2013-01-31 to None) | Latvia. (From 2013-01-31 to None) | Liechtenstein. (From 2013-01-31 to None) | Lithuania. (From 2013-01-31 to None) | Luxembourg. (From 2013-01-31 to None) | Malta. (From 2013-01-31 to None) | Netherlands. (From 2013-01-31 to None) | Norway. (From 2013-01-31 to None) | Poland. (From 2013-01-31 to None) | Portugal. (From 2013-01-31 to None) | Romania. (From 2013-01-31 to None) | Slovakia. (From 2013-01-31 to None) | Slovenia. (From 2013-01-31 to None) | Spain. (From 2013-01-31 to None) | Sweden. (From 2013-01-31 to None) | Turkey. (From 2013-01-31 to None) | United Kingdom (Northern Ireland only). (From 2013-01-31 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/d93397e5-fbb5-448e-97a2-96c890f06868
18,DE-MF-000020368,Viramed Biotech AG,,Austria. (From 2022-05-26 to None) | Belgium. (From 2022-05-26 to None) | Bulgaria. (From 2022-05-26 to None) | Croatia. (From 2022-05-26 to None) | Cyprus. (From 2022-05-26 to None) | Czech Republic. (From 2022-05-26 to None) | Denmark. (From 2022-05-26 to None) | Estonia. (From 2022-05-26 to None) | Finland. (From 2022-05-26 to None) | France. (From 2022-05-26 to None) | Germany. (From 2022-05-26 to None) | Greece. (From 2022-05-26 to None) | Hungary. (From 2022-05-26 to None) | Iceland. (From 2022-05-26 to None) | Ireland. (From 2022-05-26 to None) | Italy. (From 2022-05-26 to None) | Latvia. (From 2022-05-26 to None) | Liechtenstein. (From 2022-05-26 to None) | Lithuania. (From 2022-05-26 to None) | Luxembourg. (From 2022-05-26 to None) | Malta. (From 2022-05-26 to None) | Netherlands. (From 2022-05-26 to None) | Norway. (From 2022-05-26 to None) | Poland. (From 2022-05-26 to None) | Portugal. (From 2022-05-26 to None) | Romania. (From 2022-05-26 to None) | Slovakia. (From 2022-05-26 to None) | Slovenia. (From 2022-05-26 to None) | Spain. (From 2022-05-26 to None) | Sweden. (From 2022-05-26 to None) | Turkey. (From 2022-05-26 to None) | United Kingdom (Northern Ireland only). (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/49199ad4-e211-4c4b-b011-6e986d45b39b
19,DE-MF-000020368,Viramed Biotech AG,ViraChip Scanner,Austria. (From 2022-05-26 to None) | Belgium. (From 2022-05-26 to None) | Bulgaria. (From 2022-05-26 to None) | Croatia. (From 2022-05-26 to None) | Cyprus. (From 2022-05-26 to None) | Czech Republic. (From 2022-05-26 to None) | Denmark. (From 2022-05-26 to None) | Estonia. (From 2022-05-26 to None) | Finland. (From 2022-05-26 to None) | France. (From 2022-05-26 to None) | Germany. (From 2022-05-26 to None) | Greece. (From 2022-05-26 to None) | Hungary. (From 2022-05-26 to None) | Iceland. (From 2022-05-26 to None) | Ireland. (From 2022-05-26 to None) | Italy. (From 2022-05-26 to None) | Latvia. (From 2022-05-26 to None) | Liechtenstein. (From 2022-05-26 to None) | Lithuania. (From 2022-05-26 to None) | Luxembourg. (From 2022-05-26 to None) | Malta. (From 2022-05-26 to None) | Netherlands. (From 2022-05-26 to None) | Norway. (From 2022-05-26 to None) | Poland. (From 2022-05-26 to None) | Portugal. (From 2022-05-26 to None) | Romania. (From 2022-05-26 to None) | Slovakia. (From 2022-05-26 to None) | Slovenia. (From 2022-05-26 to None) | Spain. (From 2022-05-26 to None) | Sweden. (From 2022-05-26 to None) | Turkey. (From 2022-05-26 to None) | United Kingdom (Northern Ireland only). (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/3a384063-3899-4ff0-82ee-ecd59b9fff32
20,US-MF-000023816,ScyTek Laboratories Inc.,Acetic Acid Solution (0.5%) 125 mL,Netherlands. (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/2d34cdca-6cab-43ef-8962-5ba07f3ad088
21,US-MF-000023816,ScyTek Laboratories Inc.,Acetic Acid Solution (0.5%) 250 mL,Netherlands. (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/ee8cd877-9e2f-4ac9-81fd-4c4829ae3c53
22,US-MF-000023816,ScyTek Laboratories Inc.,Acetic Acid Solution (0.5%) 500 mL,Netherlands. (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/e6f5f5cb-8d3a-40b6-ac7c-8939202417c1
23,US-MF-000023816,ScyTek Laboratories Inc.,Acetic Acid Solution (0.5%) 1000 mL,Netherlands. (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/bab1eea1-0a3b-4a6a-ab89-875d91b59c09
24,US-MF-000023816,ScyTek Laboratories Inc.,Acetic Acid Solution (1%) 125 mL,Netherlands. (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/b909cc1f-5a77-453d-8c4d-722a852c8188
25,US-MF-000023816,ScyTek Laboratories Inc.,Acetic Acid Solution (1%) 500 mL,Netherlands. (From 2022-05-26 to None),https://ec.europa.eu/tools/eudamed/#/screen/search-device/400b1c87-a2ea-4141-9f28-a44131738cf8
