,Actor ID/SRN,Actor/Organisation name,UDI-DI code,Status,Nomenclature code(s),Name/Trade name(s),Reference-catalogue number,Additional Product description,Additional information url,Clinical sizes,Labelled as single use,Maximum number of reuses,Need for sterilisation before use,Device labelled as sterile,Containing Latex,Storage and handling conditions,Critical warnings or contra-indications,Reprocessesed single use device,Member state of the placing on the EU market of the device,link
10,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE0502800/$W / HIBCC,On the EU Market,W0202020185: COAGULOMETERS - CONSUMABLES,,050280,,,,Yes,1,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/168888c4-ad9f-4262-8faa-c91c6bb9f5c7
11,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE050642100010/$- / HIBCC,On the EU Market,W0202020185: COAGULOMETERS - CONSUMABLES,,05064210001 / 054520,,,,Yes,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1a250f3d-6a09-4625-a673-bb2684140ca3
12,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE063112960010/$3 / HIBCC,On the EU Market,W0202020185: COAGULOMETERS - CONSUMABLES,,06311296001 / 054522,,,,Yes,1,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2294cab8-d2cf-48f8-99d0-d1912bdb4460
13,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE066991200010/$8 / HIBCC,On the EU Market,W0202020102: AUTOMATED COAGULOMETERS,,06699120001,,,,No,,No,No,No,Sensitive laboratory device | 10 °C | 40 °C,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c8a0547a-2319-42ce-a3ba-1a486cd8f678
14,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE067657850010/$J / HIBCC,On the EU Market,W0202020180: COAGULOMETERS - HARDWARE ACCESSORIES,,06765785001,,,,No,,No,No,No,40 °C,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/97b17bad-3f33-43d2-835d-3b2a7123bf30
15,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE067658150010/$D / HIBCC,On the EU Market,W0202020185: COAGULOMETERS - CONSUMABLES,,06765815001 / 050615,,,,Yes,1,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e48816e5-137f-4005-a6d7-4a8d5a8d7e58
16,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE074573590010/$F / HIBCC,On the EU Market,W0202020180: COAGULOMETERS - HARDWARE ACCESSORIES,,07457359001,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ac85aa05-8ec0-4e29-b072-17b21426ba8d
17,DE-MF-000005304,Kommanditgesellschaft Behnk Elektronik GmbH & Co.,+EUBE6912840/$4 / HIBCC,On the EU Market,W0202020180: COAGULOMETERS - HARDWARE ACCESSORIES,,691284,,,,No,,No,No,No,40 °C,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d93397e5-fbb5-448e-97a2-96c890f06868
18,DE-MF-000020368,Viramed Biotech AG,+EVIRUVCSCA1 / HIBCC,On the EU Market,W02050107: MICRO-ARRAY SCANNERS,,V-UVCSCA,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/49199ad4-e211-4c4b-b011-6e986d45b39b
19,DE-MF-000020368,Viramed Biotech AG,+EVIRUVCSCA1 / HIBCC,On the EU Market,W02050107: MICRO-ARRAY SCANNERS,ViraChip Scanner[EN],V-UVCSCA,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3a384063-3899-4ff0-82ee-ecd59b9fff32
20,US-MF-000023816,ScyTek Laboratories Inc.,00810108712749 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (0.5%) 125 mL[EN],AAD125,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2d34cdca-6cab-43ef-8962-5ba07f3ad088
21,US-MF-000023816,ScyTek Laboratories Inc.,00810108712756 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (0.5%) 250 mL[EN],AAD250,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ee8cd877-9e2f-4ac9-81fd-4c4829ae3c53
22,US-MF-000023816,ScyTek Laboratories Inc.,00810108712763 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (0.5%) 500 mL[EN],AAD500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e6f5f5cb-8d3a-40b6-ac7c-8939202417c1
23,US-MF-000023816,ScyTek Laboratories Inc.,00810108712770 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (0.5%) 1000 mL[EN],AAD999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bab1eea1-0a3b-4a6a-ab89-875d91b59c09
24,US-MF-000023816,ScyTek Laboratories Inc.,00810108712787 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (1%) 125 mL[EN],AAE125,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b909cc1f-5a77-453d-8c4d-722a852c8188
25,US-MF-000023816,ScyTek Laboratories Inc.,00810108712794 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (1%) 500 mL[EN],AAE500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/400b1c87-a2ea-4141-9f28-a44131738cf8
26,US-MF-000023816,ScyTek Laboratories Inc.,00810108712800 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (1%) 1000 mL[EN],AAE999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d734519b-b065-47aa-bb7a-00238c4f9619
27,US-MF-000023816,ScyTek Laboratories Inc.,00810108712817 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (3%) 1 Gal.[EN],AAG3800,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/66bfc5fb-2d26-4dac-a534-06567638f76e
28,US-MF-000023816,ScyTek Laboratories Inc.,00810108712824 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (3%) 500 mL[EN],AAG500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0c447da6-1247-41f3-9499-0f22439326ee
29,US-MF-000023816,ScyTek Laboratories Inc.,00810108712831 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (3%) 1000 mL[EN],AAG999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5ba96ee2-9fd9-4763-8e8e-9afd93f9844d
30,US-MF-000023816,ScyTek Laboratories Inc.,00810108712848 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (12%) 500 mL[EN],AAK500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/69118f51-bc87-45b2-b55f-144982863e4d
31,US-MF-000023816,ScyTek Laboratories Inc.,00810108712855 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acetic Acid Solution (12%) 1000 mL[EN],AAK999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/050218fa-16dc-497d-872b-e2d3c0ceccfc
32,US-MF-000023816,ScyTek Laboratories Inc.,00810108712862 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acid Alcohol Solution (0.5%) 500 mL[EN],AAL500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c8b0020e-ab10-418d-8c45-83cf24610c10
33,US-MF-000023816,ScyTek Laboratories Inc.,00810108712879 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acid Alcohol Solution (0.5%) 1000 mL[EN],AAL999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/258937d4-5edd-4290-bc80-7180677060da
34,US-MF-000023816,ScyTek Laboratories Inc.,00810108712886 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acid Alcohol Solution (1%) 500 mL[EN],AAM500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/834bee74-0b9e-4e84-a40f-08380ad488d2
35,US-MF-000023816,ScyTek Laboratories Inc.,00810108712893 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Acid Alcohol Solution (1%) 1000 mL[EN],AAM999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cce7c99d-2597-4e1a-8468-c692661485b0
36,US-MF-000023816,ScyTek Laboratories Inc.,00810108712909 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alpha Amylase Solution (1%) 250 mL[EN],AAS250,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c2d2e870-5ed9-4c9a-91dd-f30546f7178a
37,US-MF-000023816,ScyTek Laboratories Inc.,00810108712916 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alpha Amylase Solution (1%) 500 mL[EN],AAS500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f0487ca2-1de0-483e-87e8-09fc8c27a838
38,US-MF-000023816,ScyTek Laboratories Inc.,00810108712923 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alpha Amylase Solution (1%) 1000 mL[EN],AAS999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ac90b166-1cf1-413e-891b-6c1034b53560
39,US-MF-000023816,ScyTek Laboratories Inc.,00810108713449 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Aniline Blue Solution 125 mL[EN],ABP125,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c27134b0-b9f9-40ab-9110-60a410fce321
40,US-MF-000023816,ScyTek Laboratories Inc.,00810108713456 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Aniline Blue Solution 500 mL[EN],ABP500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/31293ddf-253d-4c19-8f7e-97c59418320a
41,US-MF-000023816,ScyTek Laboratories Inc.,00810108713463 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Aniline Blue Solution 1000 mL[EN],ABP999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e87e9945-9f54-43e8-9047-674244f5c6f3
42,US-MF-000023816,ScyTek Laboratories Inc.,00810108714262 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount (Low Viscosity) 30 mL[EN],AML030,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/960741c6-d70e-4824-8274-452a1cbf1065
43,US-MF-000023816,ScyTek Laboratories Inc.,00810108714279 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount (Low Viscosity) 60 mL[EN],AML060,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/559d01ba-4723-4127-af23-53e65897c16b
44,US-MF-000023816,ScyTek Laboratories Inc.,00810108714286 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount (Low Viscosity) 500 mL[EN],AML500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c2764d44-6570-4f6f-94c7-fde28ae83df4
45,US-MF-000023816,ScyTek Laboratories Inc.,00810108714293 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount (Low Viscosity) 1000 mL[EN],AML999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7bd92296-ff95-479d-b213-364ce3390ef9
46,US-MF-000023816,ScyTek Laboratories Inc.,00810108714309 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount 30 mL[EN],AMT030,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fe8ac83c-092c-4104-b965-90df7d76d14b
47,US-MF-000023816,ScyTek Laboratories Inc.,00810108714316 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount 60 mL[EN],AMT060,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/62e72ec9-4c12-43c4-9807-3f42d9bcd158
48,US-MF-000023816,ScyTek Laboratories Inc.,00810108714323 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount 500 mL[EN],AMT500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7fdcc2dd-3ff5-46f2-aabb-7f0738a59d91
49,US-MF-000023816,ScyTek Laboratories Inc.,00810108714330 / GS1,On the EU Market,W01030706: MOUNTING MEDIA (HISTOLOGY/CYTOLOGY),Aqueous Mount 1000 mL[EN],AMT999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b0475221-daea-416d-9829-a30eff7d2033
50,US-MF-000023816,ScyTek Laboratories Inc.,00810108714347 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Amyloid Stain Kit (Congo Red) 1 kit(s)[EN],AMY-1,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d1f55b23-8d70-4092-a20e-16f3805c1195
51,US-MF-000023816,ScyTek Laboratories Inc.,00810108714354 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Amyloid Stain Kit (Congo Red) 1 kit(s)[EN],AMY-2,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/065df9d7-9ae6-436c-8c03-68428edb1903
52,US-MF-000023816,ScyTek Laboratories Inc.,00810108714361 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 1.0 250 mL[EN]",ANA250,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7fa22bf0-bed8-4e10-b22e-ef2939ccfbb7
53,US-MF-000023816,ScyTek Laboratories Inc.,00810108714378 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 1.0 500 mL[EN]",ANA500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/964da763-8b05-4982-97fc-55beb3b0848e
54,US-MF-000023816,ScyTek Laboratories Inc.,00810108714385 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 1.0 1000 mL[EN]",ANA999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0d0d92ae-cc4c-4698-99c0-d945d6c6b3ed
55,US-MF-000023816,ScyTek Laboratories Inc.,00810108714392 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 2.5 30 mL[EN]",ANC030,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/715ce7d7-acdc-4037-ab46-f17aac7a84d3
56,US-MF-000023816,ScyTek Laboratories Inc.,00810108714408 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 2.5 250 mL[EN]",ANC250,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5e4eeb9e-7bff-4c06-ab78-7cf81b1974bf
57,US-MF-000023816,ScyTek Laboratories Inc.,00810108714415 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 2.5 1 Gal.[EN]",ANC3800,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cc521bbf-ac65-4d1b-98fe-0d795f5ece2d
58,US-MF-000023816,ScyTek Laboratories Inc.,00810108714422 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 2.5 500 mL[EN]",ANC500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8f247dff-65d1-4576-9675-9cf9b8a52048
59,US-MF-000023816,ScyTek Laboratories Inc.,00810108714439 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),"Alcian Blue Solution, pH 2.5 1000 mL[EN]",ANC999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0c886d88-aa66-454c-96ab-6924103d61fe
60,US-MF-000023816,ScyTek Laboratories Inc.,00810108714446 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alcian Yellow Solution 125 mL[EN],ANY125,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2b86ccb0-7776-429b-8cb2-ba0860383c53
61,US-MF-000023816,ScyTek Laboratories Inc.,00810108714453 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alcian Yellow Solution 500 mL[EN],ANY500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/80a541a0-819f-423f-93bb-a10edb471f70
62,US-MF-000023816,ScyTek Laboratories Inc.,00810108714460 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alcian Yellow Solution 1000 mL[EN],ANY999,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8392c322-c572-4360-8fd6-1e6979509652
63,US-MF-000023816,ScyTek Laboratories Inc.,00810108714521 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alcian Blue - PAS Stain Kit 1 kit(s)[EN],APS-1,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4e0a4a34-3fe4-40c0-936a-ae17a353e77d
64,US-MF-000023816,ScyTek Laboratories Inc.,00810108714538 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Alcian Blue - PAS Stain Kit 100 Slides[EN],APS-2,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c66d8e4f-3c09-41c5-8497-62d65c7260f8
65,US-MF-000023816,ScyTek Laboratories Inc.,00810108714545 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Astra Blue Solution 125 mL[EN],AST125,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9cea82a6-f3f7-4e61-8398-d4c3f4a9b3a0
66,US-MF-000023816,ScyTek Laboratories Inc.,00810108714552 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Astra Blue Solution 500 mL[EN],AST500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5c37a7a5-e6a4-44a6-9713-a0006d9a19c4
67,US-MF-000023816,ScyTek Laboratories Inc.,00810108714590 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),H. Pylori Rapid Stain Kit 1 kit(s)[EN],AYH-1,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/17842755-c862-43de-a0cb-517f3966ccf1
68,US-MF-000023816,ScyTek Laboratories Inc.,00810108714606 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),H. Pylori Rapid Stain Kit 100 Slides[EN],AYH-2,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/731045d5-6a67-461b-a988-2f08443f549b
69,US-MF-000023816,ScyTek Laboratories Inc.,00810108714637 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Gram Stain Kit (Modified Brown & Brenn) 125 mL ea.[EN],BBS-1,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0b7c6368-c7a4-4516-9e6c-9aa573c25a90
70,US-MF-000023816,ScyTek Laboratories Inc.,00810108714644 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Gram Stain Kit (Modified Brown & Brenn) 30 mL ea.[EN],BBS-2,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e18f77b5-6f3a-4b45-89ad-9b162b57d871
71,US-MF-000023816,ScyTek Laboratories Inc.,00810108714651 / GS1,On the EU Market,W01030708: STAIN SOLUTIONS (HISTOLOGY/CYTOLOGY),Gram Stain Kit (Modified Brown & Brenn) 500 mL ea.[EN],BBS-500,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6b358ac6-a4a7-47be-be18-cd5fa4958e73
72,US-MF-000023816,ScyTek Laboratories Inc.,00810108714668 / GS1,On the EU Market,W01030705: FIXING REAGENTS (HISTOLOGY/CYTOLOGY),Bouin's Fluid 125 mL[EN],BNF125,,,,No,1,No,No,No,,,No,Netherlands,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3ba4b811-0feb-42dc-b984-be466e498baf
